,cbSize,cioengine,ciodepth,crw,cnproc,cdevice,cdirect,cmemlim,cmemlim_bytes,readBW_bytes,readBW,writeBW_bytes,writeBW,avgreadlat_ns,avgreadlat,avgwritelat_ns,avgwritelat,USR_UTIL_perc,SYS_UTIL_perc,IOW_UTIL_perc,IDL_UTIL_perc,CPU_UTIL_perc
135,4096,mmap,1,rw,64,zram,1,512M,536870912,1066449893,1017.0 MB,1065973514,1016.6 MB,2875.037839,2.9 µs,110390.06675,110.4 µs,0.942,47.156,0.002,51.8607,48.1393
136,4096,mmap,1,rw,64,ssd,0,64M,67108864,4578658975,4.3 GB,4576613704,4.3 GB,22039.385467,22.0 µs,26539.243102,26.5 µs,4.15667,13.4733,23.7833,58.5567,41.4433
137,4096,mmap,1,rw,64,zram,0,64M,67108864,10686385034,10.0 GB,10681611462,9.9 GB,4456.760715,4.5 µs,8918.63162,8.9 µs,7.91,27.07,0.0,65.0,35.0
138,4096,mmap,1,rw,64,ssd,1,64M,67108864,1943198816,1.8 GB,1942330796,1.8 GB,2284.716028,2.3 µs,125459.666867,125.5 µs,1.86125,7.08625,38.4487,52.595,47.405
139,4096,mmap,1,rw,64,zram,1,64M,67108864,1182555029,1.1 GB,1182026786,1.1 GB,2752.545782,2.8 µs,98194.300082,98.2 µs,0.97,46.3371,0.00785714,52.6836,47.3164
140,4096,mmap,1,write,64,ssd,0,128M,134217728,0,0.0 B,2389577743,2.2 GB,0.0,0.0 ns,101825.390405,101.8 µs,1.43538,6.93077,27.9477,63.6762,36.3238
141,4096,mmap,1,write,64,zram,0,128M,134217728,0,0.0 B,11659225778,10.9 GB,0.0,0.0 ns,12182.025749,12.2 µs,6.61,36.795,0.0,56.59,43.41
142,4096,mmap,1,write,64,ssd,1,128M,134217728,0,0.0 B,1939146586,1.8 GB,0.0,0.0 ns,128169.664571,128.2 µs,1.39882,6.71235,40.4547,51.4312,48.5688
143,4096,mmap,1,write,64,zram,1,128M,134217728,0,0.0 B,1025755690,978.2 MB,0.0,0.0 ns,119085.863341,119.1 µs,0.518125,48.97,0.0009375,50.4763,49.5237
144,4096,mmap,1,write,64,ssd,0,16M,16777216,0,0.0 B,3556908733,3.3 GB,0.0,0.0 ns,64595.167938,64.6 µs,1.85111,9.59778,26.7156,61.8189,38.1811
145,4096,mmap,1,write,64,zram,0,16M,16777216,0,0.0 B,10198794410,9.5 GB,0.0,0.0 ns,14443.702572,14.4 µs,4.86,37.455,0.0,57.68,42.32
146,4096,mmap,1,write,64,ssd,1,16M,16777216,0,0.0 B,1959829932,1.8 GB,0.0,0.0 ns,126980.311781,127.0 µs,1.30882,6.52176,40.5271,51.6388,48.3612
147,4096,mmap,1,write,64,zram,1,16M,16777216,0,0.0 B,1120779540,1.0 GB,0.0,0.0 ns,108613.478471,108.6 µs,0.656,48.281,0.023,51.0367,48.9633
148,4096,mmap,1,write,64,ssd,0,1G,1073741824,0,0.0 B,2551213125,2.4 GB,0.0,0.0 ns,95511.158015,95.5 µs,1.6775,7.43167,28.52,62.3542,37.6458
149,4096,mmap,1,write,64,zram,0,1G,1073741824,0,0.0 B,13184857393,12.3 GB,0.0,0.0 ns,10789.448554,10.8 µs,6.155,36.83,0.0,57.02,42.98
150,4096,mmap,1,write,64,ssd,1,1G,1073741824,0,0.0 B,1943424115,1.8 GB,0.0,0.0 ns,128106.538976,128.1 µs,1.08824,6.43706,40.4565,52.0165,47.9835
151,4096,mmap,1,write,64,zram,1,1G,1073741824,0,0.0 B,1099441263,1.0 GB,0.0,0.0 ns,105365.206179,105.4 µs,0.534,48.13,0.00433333,51.2927,48.7073
152,4096,mmap,1,write,64,ssd,0,256M,268435456,0,0.0 B,2463240258,2.3 GB,0.0,0.0 ns,99395.559694,99.4 µs,1.47,7.08077,28.6023,62.8292,37.1708
153,4096,mmap,1,write,64,zram,0,256M,268435456,0,0.0 B,13312568139,12.4 GB,0.0,0.0 ns,10498.755443,10.5 µs,5.99,36.745,0.0,57.26,42.74
154,4096,mmap,1,write,64,ssd,1,256M,268435456,0,0.0 B,1932602416,1.8 GB,0.0,0.0 ns,128558.3771,128.6 µs,1.30059,6.72,40.4541,51.5229,48.4771
155,4096,mmap,1,write,64,zram,1,256M,268435456,0,0.0 B,1104140183,1.0 GB,0.0,0.0 ns,108348.828396,108.3 µs,0.543667,48.166,0.00133333,51.185,48.815
156,4096,mmap,1,write,64,ssd,0,32M,33554432,0,0.0 B,2575113420,2.4 GB,0.0,0.0 ns,93518.529478,93.5 µs,1.53083,7.48583,32.485,58.4883,41.5117
157,4096,mmap,1,write,64,zram,0,32M,33554432,0,0.0 B,11811529174,11.0 GB,0.0,0.0 ns,12327.079032,12.3 µs,6.035,36.705,0.0,57.26,42.74
158,4096,mmap,1,write,64,ssd,1,32M,33554432,0,0.0 B,1964199300,1.8 GB,0.0,0.0 ns,126589.956048,126.6 µs,1.25562,6.8975,40.2031,51.6431,48.3569
159,4096,mmap,1,write,64,zram,1,32M,33554432,0,0.0 B,1164460581,1.1 GB,0.0,0.0 ns,104085.960079,104.1 µs,0.553214,48.1114,0.00357143,51.1468,48.8532
160,4096,mmap,1,write,64,ssd,0,512M,536870912,0,0.0 B,2519966143,2.3 GB,0.0,0.0 ns,96817.018511,96.8 µs,1.55769,7.21692,28.7831,62.4231,37.5769
161,4096,mmap,1,write,64,zram,0,512M,536870912,0,0.0 B,11811529174,11.0 GB,0.0,0.0 ns,12253.179009,12.3 µs,6.385,36.56,0.0,57.04,42.96
162,4096,mmap,1,write,64,ssd,1,512M,536870912,0,0.0 B,1935759908,1.8 GB,0.0,0.0 ns,128614.764772,128.6 µs,1.17882,6.56529,40.5806,51.6753,48.3247
163,4096,mmap,1,write,64,zram,1,512M,536870912,0,0.0 B,1147389914,1.1 GB,0.0,0.0 ns,106116.152999,106.1 µs,0.61,47.6538,0.00413793,51.7293,48.2707
164,4096,mmap,1,write,64,ssd,0,64M,67108864,0,0.0 B,2512595127,2.3 GB,0.0,0.0 ns,95880.036243,95.9 µs,1.52615,7.20692,29.9831,61.2692,38.7308
165,4096,mmap,1,write,64,zram,0,64M,67108864,0,0.0 B,12013894534,11.2 GB,0.0,0.0 ns,11972.050209,12.0 µs,6.725,36.525,0.0,56.74,43.26
166,4096,mmap,1,write,64,ssd,1,64M,67108864,0,0.0 B,1945845416,1.8 GB,0.0,0.0 ns,128019.215822,128.0 µs,1.40294,6.91412,40.3876,51.29,48.71
167,4096,mmap,1,write,64,zram,1,64M,67108864,0,0.0 B,1141747137,1.1 GB,0.0,0.0 ns,106214.172117,106.2 µs,0.591379,48.5021,0.00448276,50.7638,49.2362
