,cbSize,cioengine,ciodepth,crw,cnproc,cdevice,cdirect,cmemlim,cmemlim_bytes,readBW_bytes,readBW,writeBW_bytes,writeBW,avgreadlat_ns,avgreadlat,avgwritelat_ns,avgwritelat,USR_UTIL_perc,SYS_UTIL_perc,IOW_UTIL_perc,IDL_UTIL_perc,CPU_UTIL_perc
17,4096,mmap,1,randread,64,zram,0,32G,34359738368,8711901208,8.1 GB,0,0.0 B,14148.204843,14.1 µs,0.0,0.0 ns,4.09,41.2167,0.0,54.69,45.31
18,4096,mmap,1,randread,64,ssd,1,32G,34359738368,2508742579,2.3 GB,0,0.0 B,92898.844182,92.9 µs,0.0,0.0 ns,1.42769,9.19769,37.4046,51.9685,48.0315
19,4096,mmap,1,randread,64,zram,1,32G,34359738368,9638075278,9.0 GB,0,0.0 B,12575.148955,12.6 µs,0.0,0.0 ns,3.91333,41.09,0.0,54.9933,45.0067
20,4096,mmap,1,randread,64,ssd,0,4G,4294967296,2512778877,2.3 GB,0,0.0 B,92695.308896,92.7 µs,0.0,0.0 ns,1.34154,9.06769,37.4754,52.1138,47.8862
21,4096,mmap,1,randread,64,zram,0,4G,4294967296,9662468607,9.0 GB,0,0.0 B,12812.655177,12.8 µs,0.0,0.0 ns,4.49333,40.8533,0.0,54.65,45.35
22,4096,mmap,1,randread,64,ssd,1,4G,4294967296,2513698029,2.3 GB,0,0.0 B,92961.56538,93.0 µs,0.0,0.0 ns,1.34154,9.14846,37.4715,52.0346,47.9654
23,4096,mmap,1,randread,64,zram,1,4G,4294967296,9703399708,9.0 GB,0,0.0 B,12533.854783,12.5 µs,0.0,0.0 ns,4.75333,40.7467,0.00333333,54.5,45.5
24,4096,mmap,1,randread,64,ssd,0,512M,536870912,2511126095,2.3 GB,0,0.0 B,92672.493779,92.7 µs,0.0,0.0 ns,1.39154,9.12846,37.44,52.0362,47.9638
25,4096,mmap,1,randread,64,zram,0,512M,536870912,9051564375,8.4 GB,0,0.0 B,12917.622249,12.9 µs,0.0,0.0 ns,3.73,41.4433,0.0,54.8233,45.1767
26,4096,mmap,1,randread,64,ssd,1,512M,536870912,2511493192,2.3 GB,0,0.0 B,92803.9769,92.8 µs,0.0,0.0 ns,1.43231,9.19462,37.5077,51.8631,48.1369
27,4096,mmap,1,randread,64,zram,1,512M,536870912,9706140781,9.0 GB,0,0.0 B,12770.586365,12.8 µs,0.0,0.0 ns,4.27333,41.0133,0.0,54.7133,45.2867
28,4096,mmap,1,randread,64,ssd,0,64G,68719476736,2485873127,2.3 GB,0,0.0 B,92639.36156,92.6 µs,0.0,0.0 ns,1.49538,9.63615,36.9569,51.9038,48.0962
29,4096,mmap,1,randread,64,zram,0,64G,68719476736,8989989107,8.4 GB,0,0.0 B,14062.389589,14.1 µs,0.0,0.0 ns,3.97667,40.9933,0.0,55.03,44.97
30,4096,mmap,1,randread,64,ssd,1,64G,68719476736,2509292219,2.3 GB,0,0.0 B,92868.663057,92.9 µs,0.0,0.0 ns,1.28077,9.25923,37.2892,52.1623,47.8377
31,4096,mmap,1,randread,64,zram,1,64G,68719476736,9398177890,8.8 GB,0,0.0 B,12995.077054,13.0 µs,0.0,0.0 ns,4.29333,41.1267,0.0,54.58,45.42
32,4096,mmap,1,randread,64,ssd,0,8G,8589934592,2506363583,2.3 GB,0,0.0 B,92691.642686,92.7 µs,0.0,0.0 ns,1.29231,9.05846,37.4969,52.1485,47.8515
33,4096,mmap,1,randread,64,zram,0,8G,8589934592,9717120579,9.0 GB,0,0.0 B,12612.617147,12.6 µs,0.0,0.0 ns,2.58,39.755,0.0,57.66,42.34
34,4096,mmap,1,randread,64,ssd,1,8G,8589934592,2473703266,2.3 GB,0,0.0 B,92702.44403,92.7 µs,0.0,0.0 ns,1.41923,9.90692,36.7862,51.8869,48.1131
35,4096,mmap,1,randread,64,zram,1,8G,8589934592,8987637553,8.4 GB,0,0.0 B,13588.597114,13.6 µs,0.0,0.0 ns,3.89667,41.2,0.0,54.9033,45.0967
36,4096,mmap,1,randrw,64,ssd,0,16G,17179869184,1211314474,1.1 GB,1210773384,1.1 GB,94817.095608,94.8 µs,94236.59093,94.2 µs,1.32077,10.3092,36.2854,52.08,47.92
37,4096,mmap,1,randrw,64,zram,0,16G,17179869184,4568919738,4.3 GB,4566878817,4.3 GB,13203.211914,13.2 µs,12109.89257,12.1 µs,3.64,41.36,0.0,55.0033,44.9967
38,4096,mmap,1,randrw,64,ssd,1,16G,17179869184,765694106,730.2 MB,765352073,729.9 MB,144565.27204,144.6 µs,173628.034304,173.6 µs,1.07048,6.76476,39.4538,52.7057,47.2943
39,4096,mmap,1,randrw,64,zram,1,16G,17179869184,1106057359,1.0 GB,1105563287,1.0 GB,8121.466181,8.1 µs,97986.207804,98.0 µs,1.02733,46.3867,0.0626667,52.522,47.478
40,4096,mmap,1,randrw,64,ssd,0,1G,1073741824,1216459516,1.1 GB,1215916128,1.1 GB,95454.247108,95.5 µs,94964.306381,95.0 µs,1.27538,9.79154,36.5108,52.42,47.58
41,4096,mmap,1,randrw,64,zram,0,1G,1073741824,4483096043,4.2 GB,4481093459,4.2 GB,14511.41042,14.5 µs,13197.295275,13.2 µs,4.22667,41.22,0.00333333,54.5467,45.4533
42,4096,mmap,1,randrw,64,ssd,1,1G,1073741824,763924030,728.5 MB,763582787,728.2 MB,145173.616807,145.2 µs,173970.828234,174.0 µs,1.00476,6.7319,40.2048,52.0538,47.9462
43,4096,mmap,1,randrw,64,zram,1,1G,1073741824,1218702633,1.1 GB,1218158243,1.1 GB,8200.272926,8.2 µs,93033.205141,93.0 µs,1.05154,46.1877,0.0569231,52.6992,47.3008
44,4096,mmap,1,randrw,64,ssd,0,256M,268435456,1219048463,1.1 GB,1218503918,1.1 GB,95010.261772,95.0 µs,94567.844575,94.6 µs,1.43385,9.96538,36.4723,52.1238,47.8762
45,4096,mmap,1,randrw,64,zram,0,256M,268435456,4508975895,4.2 GB,4506961750,4.2 GB,13831.201024,13.8 µs,12520.114177,12.5 µs,4.25667,41.1267,0.0,54.62,45.38
46,4096,mmap,1,randrw,64,ssd,1,256M,268435456,766069597,730.6 MB,765727396,730.3 MB,144377.97776,144.4 µs,173366.314664,173.4 µs,1.0019,6.79333,39.5605,52.6405,47.3595
47,4096,mmap,1,randrw,64,zram,1,256M,268435456,1106841039,1.0 GB,1106346617,1.0 GB,8236.106064,8.2 µs,97936.555269,97.9 µs,1.01667,46.202,0.0573333,52.72,47.28
48,4096,mmap,1,randrw,64,ssd,0,2G,2147483648,1220954038,1.1 GB,1220408642,1.1 GB,94161.292275,94.2 µs,93624.46705,93.6 µs,1.22308,10.1746,36.2062,52.3908,47.6092
49,4096,mmap,1,randrw,64,zram,0,2G,2147483648,4565278197,4.3 GB,4563238903,4.2 GB,14179.240323,14.2 µs,12912.223747,12.9 µs,4.04667,41.04,0.0,54.9167,45.0833
50,4096,mmap,1,randrw,64,ssd,1,2G,2147483648,768673994,733.1 MB,768330629,732.7 MB,143665.252455,143.7 µs,172936.620616,172.9 µs,1.0081,6.83857,40.0052,52.1457,47.8543
51,4096,mmap,1,randrw,64,zram,1,2G,2147483648,1059414743,1010.3 MB,1058941506,1009.9 MB,8135.833288,8.1 µs,100994.197401,101.0 µs,0.854667,46.788,0.0646667,52.2873,47.7127
52,4096,mmap,1,randrw,64,ssd,0,32G,34359738368,1227583021,1.1 GB,1227034664,1.1 GB,95062.764073,95.1 µs,94494.893993,94.5 µs,1.24538,9.64769,36.3208,52.7846,47.2154
53,4096,mmap,1,randrw,64,zram,0,32G,34359738368,4471430428,4.2 GB,4469433055,4.2 GB,13923.376573,13.9 µs,12784.985785,12.8 µs,4.03667,41.1233,0.0,54.8433,45.1567
54,4096,mmap,1,randrw,64,ssd,1,32G,34359738368,768639610,733.0 MB,768296261,732.7 MB,142941.185708,142.9 µs,172059.779205,172.1 µs,0.958095,7.10048,38.9352,53.0024,46.9976
55,4096,mmap,1,randrw,64,zram,1,32G,34359738368,1206975285,1.1 GB,1206436133,1.1 GB,8098.234948,8.1 µs,90718.675406,90.7 µs,1.06077,45.7246,0.0715385,53.1408,46.8592
56,4096,mmap,1,randrw,64,ssd,0,4G,4294967296,1230395756,1.1 GB,1229846142,1.1 GB,94831.924281,94.8 µs,94276.974897,94.3 µs,1.35429,9.295,37.2957,52.0357,47.9643
57,4096,mmap,1,randrw,64,zram,0,4G,4294967296,4621760929,4.3 GB,4619696404,4.3 GB,13388.8407,13.4 µs,12318.862342,12.3 µs,3.91333,41.3133,0.0,54.77,45.23
58,4096,mmap,1,randrw,64,ssd,1,4G,4294967296,768467740,732.9 MB,768124468,732.5 MB,143943.035326,143.9 µs,172602.61881,172.6 µs,1.01238,6.75048,40.08,52.149,47.851
59,4096,mmap,1,randrw,64,zram,1,4G,4294967296,1197804763,1.1 GB,1197269708,1.1 GB,8124.948641,8.1 µs,93686.305696,93.7 µs,0.923077,46.5231,0.0753846,52.3631,47.6369
60,4096,mmap,1,randrw,64,ssd,0,512M,536870912,1227232333,1.1 GB,1226684133,1.1 GB,95222.635142,95.2 µs,94741.775086,94.7 µs,1.43769,9.69308,36.7192,52.1431,47.8569
61,4096,mmap,1,randrw,64,zram,0,512M,536870912,4826884026,4.5 GB,4824727874,4.5 GB,12828.162867,12.8 µs,11631.475819,11.6 µs,4.22333,41.14,0.0,54.6333,45.3667
62,4096,mmap,1,randrw,64,ssd,1,512M,536870912,765830605,730.4 MB,765488511,730.0 MB,143132.794451,143.1 µs,171861.681682,171.9 µs,0.990952,7.11286,38.3452,53.5467,46.4533
63,4096,mmap,1,randrw,64,zram,1,512M,536870912,1116985643,1.0 GB,1116486689,1.0 GB,8361.045084,8.4 µs,100069.60336,100.1 µs,0.987857,46.7921,0.0635714,52.1536,47.8464
64,4096,mmap,1,randrw,64,ssd,0,64G,68719476736,1209268623,1.1 GB,1208728447,1.1 GB,94987.732137,95.0 µs,94444.230956,94.4 µs,1.37231,10.3723,36.2254,52.0269,47.9731
65,4096,mmap,1,randrw,64,zram,0,64G,68719476736,4862395907,4.5 GB,4860223891,4.5 GB,12587.283063,12.6 µs,11417.895784,11.4 µs,4.37667,40.9567,0.0,54.6667,45.3333
66,4096,mmap,1,randrw,64,ssd,1,64G,68719476736,763414951,728.0 MB,763073936,727.7 MB,144833.378587,144.8 µs,174213.384097,174.2 µs,0.876818,6.68545,40.2236,52.2077,47.7923
67,4096,mmap,1,randrw,64,zram,1,64G,68719476736,1093598112,1.0 GB,1093109605,1.0 GB,8300.680203,8.3 µs,98810.710196,98.8 µs,0.912,46.364,0.09,52.6313,47.3687
68,4096,mmap,1,randrw,64,ssd,0,8G,8589934592,998008313,951.8 MB,997562506,951.3 MB,118017.141851,118.0 µs,117506.290356,117.5 µs,1.14375,8.3875,37.5938,52.8506,47.1494
69,4096,mmap,1,randrw,64,zram,0,8G,8589934592,4434505067,4.1 GB,4432524188,4.1 GB,13643.461034,13.6 µs,12684.582144,12.7 µs,4.14333,41.24,0.0,54.62,45.38
70,4096,mmap,1,randrw,64,ssd,1,8G,8589934592,770811785,735.1 MB,770467466,734.8 MB,143595.16623,143.6 µs,172260.960096,172.3 µs,1.03571,6.84905,37.8943,54.2143,45.7857
71,4096,mmap,1,randrw,64,zram,1,8G,8589934592,1211399868,1.1 GB,1210858740,1.1 GB,8219.26572,8.2 µs,97331.879036,97.3 µs,1.17,45.3631,0.06,53.2877,46.7123
72,4096,mmap,1,randwrite,64,ssd,0,16G,17179869184,0,0.0 B,1716270647,1.6 GB,0.0,0.0 ns,140318.313201,140.3 µs,1.02737,7.52895,38.5553,52.8832,47.1168
73,4096,mmap,1,randwrite,64,zram,0,16G,17179869184,0,0.0 B,9994106564,9.3 GB,0.0,0.0 ns,11419.812191,11.4 µs,2.86,39.585,0.0,57.55,42.45
74,4096,mmap,1,randwrite,64,ssd,1,16G,17179869184,0,0.0 B,1190854967,1.1 GB,0.0,0.0 ns,206508.793405,206.5 µs,0.827143,6.08179,41.6339,51.4521,48.5479
75,4096,mmap,1,randwrite,64,zram,1,16G,17179869184,0,0.0 B,1206663331,1.1 GB,0.0,0.0 ns,99762.524613,99.8 µs,0.567778,47.557,0.00518519,51.853,48.147
76,4096,mmap,1,randwrite,64,ssd,0,1G,1073741824,0,0.0 B,1676411903,1.6 GB,0.0,0.0 ns,143820.45719,143.8 µs,0.943158,7.26421,39.1995,52.5805,47.4195
77,4096,mmap,1,randwrite,64,zram,0,1G,1073741824,0,0.0 B,9444677946,8.8 GB,0.0,0.0 ns,11929.561238,11.9 µs,3.77667,41.44,0.0,54.78,45.22
78,4096,mmap,1,randwrite,64,ssd,1,1G,1073741824,0,0.0 B,1180098171,1.1 GB,0.0,0.0 ns,208500.772073,208.5 µs,0.790357,6.03607,41.3486,51.8225,48.1775
79,4096,mmap,1,randwrite,64,zram,1,1G,1073741824,0,0.0 B,1180625309,1.1 GB,0.0,0.0 ns,105706.53097,105.7 µs,0.5725,48.0193,0.00392857,51.3764,48.6236
80,4096,mmap,1,randwrite,64,ssd,0,256M,268435456,0,0.0 B,1670218664,1.6 GB,0.0,0.0 ns,143175.460945,143.2 µs,0.859,7.312,38.937,52.884,47.116
81,4096,mmap,1,randwrite,64,zram,0,256M,268435456,0,0.0 B,9301499287,8.7 GB,0.0,0.0 ns,13161.014611,13.2 µs,4.44,40.7067,0.00333333,54.8433,45.1567
82,4096,mmap,1,randwrite,64,ssd,1,256M,268435456,0,0.0 B,1191309145,1.1 GB,0.0,0.0 ns,206312.359676,206.3 µs,0.858571,6.14179,41.5711,51.4225,48.5775
83,4096,mmap,1,randwrite,64,zram,1,256M,268435456,0,0.0 B,1194166001,1.1 GB,0.0,0.0 ns,103261.305085,103.3 µs,0.562143,47.5675,0.00464286,51.8614,48.1386
84,4096,mmap,1,randwrite,64,ssd,0,2G,2147483648,0,0.0 B,1685374913,1.6 GB,0.0,0.0 ns,143020.228112,143.0 µs,0.998947,7.23211,38.9495,52.7895,47.2105
85,4096,mmap,1,randwrite,64,zram,0,2G,2147483648,0,0.0 B,9581633677,8.9 GB,0.0,0.0 ns,11789.386665,11.8 µs,3.81667,41.4367,0.0,54.75,45.25
86,4096,mmap,1,randwrite,64,ssd,1,2G,2147483648,0,0.0 B,1185554425,1.1 GB,0.0,0.0 ns,207418.615327,207.4 µs,0.9525,6.17929,41.0725,51.7918,48.2082
87,4096,mmap,1,randwrite,64,zram,1,2G,2147483648,0,0.0 B,1186373122,1.1 GB,0.0,0.0 ns,99215.195451,99.2 µs,0.552857,47.4696,0.000714286,51.9682,48.0318
88,4096,mmap,1,randwrite,64,ssd,0,32G,34359738368,0,0.0 B,1726706787,1.6 GB,0.0,0.0 ns,139575.915633,139.6 µs,0.9,7.55947,38.2568,53.2721,46.7279
89,4096,mmap,1,randwrite,64,zram,0,32G,34359738368,0,0.0 B,9893388530,9.2 GB,0.0,0.0 ns,11557.279422,11.6 µs,4.04,39.17,0.0,56.78,43.22
90,4096,mmap,1,randwrite,64,ssd,1,32G,34359738368,0,0.0 B,1176703368,1.1 GB,0.0,0.0 ns,209060.145447,209.1 µs,0.825714,6.0825,41.4725,51.6118,48.3882
91,4096,mmap,1,randwrite,64,zram,1,32G,34359738368,0,0.0 B,1209594394,1.1 GB,0.0,0.0 ns,102446.92369,102.4 µs,0.598889,47.7941,0.00222222,51.593,48.407
92,4096,mmap,1,randwrite,64,ssd,0,4G,4294967296,0,0.0 B,1660291779,1.5 GB,0.0,0.0 ns,143538.498773,143.5 µs,0.999,7.5715,36.7005,54.6815,45.3185
93,4096,mmap,1,randwrite,64,zram,0,4G,4294967296,0,0.0 B,9109156513,8.5 GB,0.0,0.0 ns,12911.457556,12.9 µs,4.44,41.0067,0.0,54.55,45.45
94,4096,mmap,1,randwrite,64,ssd,1,4G,4294967296,0,0.0 B,1176985522,1.1 GB,0.0,0.0 ns,209007.838441,209.0 µs,0.8075,6.08179,41.5182,51.5875,48.4125
95,4096,mmap,1,randwrite,64,zram,1,4G,4294967296,0,0.0 B,1133124637,1.1 GB,0.0,0.0 ns,104627.771977,104.6 µs,0.478621,48.1079,0.00344828,51.4076,48.5924
96,4096,mmap,1,randwrite,64,ssd,0,512M,536870912,0,0.0 B,1685540268,1.6 GB,0.0,0.0 ns,142824.198652,142.8 µs,0.997895,7.52947,38.3289,53.1321,46.8679
97,4096,mmap,1,randwrite,64,zram,0,512M,536870912,0,0.0 B,8989989107,8.4 GB,0.0,0.0 ns,12462.624536,12.5 µs,3.94333,41.51,0.00333333,54.54,45.46
98,4096,mmap,1,randwrite,64,ssd,1,512M,536870912,0,0.0 B,1175415242,1.1 GB,0.0,0.0 ns,209313.460645,209.3 µs,0.843214,6.18107,40.8961,52.0761,47.9239
99,4096,mmap,1,randwrite,64,zram,1,512M,536870912,0,0.0 B,1165131853,1.1 GB,0.0,0.0 ns,104065.821993,104.1 µs,0.656552,47.3472,0.00137931,51.8341,48.1659
100,4096,mmap,1,randwrite,64,ssd,0,64G,68719476736,0,0.0 B,1672739319,1.6 GB,0.0,0.0 ns,143959.941781,144.0 µs,0.891053,7.24,39.3716,52.49,47.51
101,4096,mmap,1,randwrite,64,zram,0,64G,68719476736,0,0.0 B,9651611901,9.0 GB,0.0,0.0 ns,11662.663192,11.7 µs,4.17333,41.1533,0.0,54.67,45.33
102,4096,mmap,1,randwrite,64,ssd,1,64G,68719476736,0,0.0 B,1181762282,1.1 GB,0.0,0.0 ns,207978.251605,208.0 µs,0.823929,6.21893,41.6211,51.3318,48.6682
103,4096,mmap,1,randwrite,64,zram,1,64G,68719476736,0,0.0 B,1140420802,1.1 GB,0.0,0.0 ns,103366.489707,103.4 µs,0.555517,48.3721,0.00310345,51.0479,48.9521
104,4096,mmap,1,randwrite,64,ssd,0,8G,8589934592,0,0.0 B,1722551680,1.6 GB,0.0,0.0 ns,139873.894586,139.9 µs,0.888421,7.57368,38.5689,52.9579,47.0421
105,4096,mmap,1,randwrite,64,zram,0,8G,8589934592,0,0.0 B,9953574266,9.3 GB,0.0,0.0 ns,11470.206999,11.5 µs,2.625,39.81,0.0,57.565,42.435
106,4096,mmap,1,randwrite,64,ssd,1,8G,8589934592,0,0.0 B,1188507034,1.1 GB,0.0,0.0 ns,206684.270738,206.7 µs,0.878929,6.12179,41.2339,51.7611,48.2389
107,4096,mmap,1,randwrite,64,zram,1,8G,8589934592,0,0.0 B,1249308743,1.2 GB,0.0,0.0 ns,103516.988435,103.5 µs,0.621852,47.303,0.00111111,52.0704,47.9296
108,4096,mmap,1,read,64,ssd,0,16G,17179869184,4652008985,4.3 GB,0,0.0 B,49789.602673,49.8 µs,0.0,0.0 ns,2.42667,8.26667,33.9983,55.2983,44.7017
109,4096,mmap,1,read,64,zram,0,16G,17179869184,12094240889,11.3 GB,0,0.0 B,11559.055801,11.6 µs,0.0,0.0 ns,5.27,38.12,0.0,56.605,43.395
110,4096,mmap,1,read,64,ssd,1,16G,17179869184,4650749643,4.3 GB,0,0.0 B,49951.24814,50.0 µs,0.0,0.0 ns,2.13167,8.53167,34.14,55.1867,44.8133
111,4096,mmap,1,read,64,zram,1,16G,17179869184,11623727458,10.8 GB,0,0.0 B,11833.435168,11.8 µs,0.0,0.0 ns,4.32,38.45,0.0,57.215,42.785
112,4096,mmap,1,read,64,ssd,0,1G,1073741824,4644463147,4.3 GB,0,0.0 B,49928.454661,49.9 µs,0.0,0.0 ns,2.535,8.35333,33.1833,55.9167,44.0833
113,4096,mmap,1,read,64,zram,0,1G,1073741824,12240733298,11.4 GB,0,0.0 B,11663.136999,11.7 µs,0.0,0.0 ns,5.53,38.295,0.0,56.175,43.825
114,4096,mmap,1,read,64,ssd,1,1G,1073741824,4658315939,4.3 GB,0,0.0 B,49811.637011,49.8 µs,0.0,0.0 ns,2.71167,8.42,32.64,56.2233,43.7767
115,4096,mmap,1,read,64,zram,1,1G,1073741824,11926323626,11.1 GB,0,0.0 B,11899.520125,11.9 µs,0.0,0.0 ns,4.29,38.485,0.0,57.21,42.79
116,4096,mmap,1,read,64,ssd,0,256M,268435456,4259823750,4.0 GB,0,0.0 B,49793.125379,49.8 µs,0.0,0.0 ns,1.48,12.2643,30.4443,55.8,44.2
117,4096,mmap,1,read,64,zram,0,256M,268435456,10120688768,9.4 GB,0,0.0 B,11387.82312,11.4 µs,0.0,0.0 ns,2.7,40.635,0.17,56.495,43.505
118,4096,mmap,1,read,64,ssd,1,256M,268435456,4691389728,4.4 GB,0,0.0 B,49968.963876,50.0 µs,0.0,0.0 ns,1.85833,8.12167,35.47,54.545,45.455
119,4096,mmap,1,read,64,zram,1,256M,268435456,13094412487,12.2 GB,0,0.0 B,11193.497395,11.2 µs,0.0,0.0 ns,5.945,36.83,0.0,57.225,42.775
120,4096,mmap,1,read,64,ssd,0,2G,2147483648,4646975705,4.3 GB,0,0.0 B,49957.768083,50.0 µs,0.0,0.0 ns,2.26167,8.19833,32.9767,56.5617,43.4383
121,4096,mmap,1,read,64,zram,0,2G,2147483648,12162739245,11.3 GB,0,0.0 B,11636.13722,11.6 µs,0.0,0.0 ns,5.025,38.575,0.0,56.395,43.605
122,4096,mmap,1,read,64,ssd,1,2G,2147483648,4656422058,4.3 GB,0,0.0 B,49921.965818,49.9 µs,0.0,0.0 ns,2.63167,8.33,34.0767,54.95,45.05
123,4096,mmap,1,read,64,zram,1,2G,2147483648,12422175838,11.6 GB,0,0.0 B,11579.347745,11.6 µs,0.0,0.0 ns,4.845,38.35,0.0,56.805,43.195
124,4096,mmap,1,read,64,ssd,0,32G,34359738368,4655160326,4.3 GB,0,0.0 B,49866.355979,49.9 µs,0.0,0.0 ns,1.955,8.17333,34.705,55.16,44.84
125,4096,mmap,1,read,64,zram,0,32G,34359738368,12249461093,11.4 GB,0,0.0 B,11316.041283,11.3 µs,0.0,0.0 ns,5.7,38.245,0.0,56.05,43.95
126,4096,mmap,1,read,64,ssd,1,32G,34359738368,4641326268,4.3 GB,0,0.0 B,49971.632055,50.0 µs,0.0,0.0 ns,1.74333,8.54833,33.6583,56.05,43.95
127,4096,mmap,1,read,64,zram,1,32G,34359738368,12030720717,11.2 GB,0,0.0 B,11824.254383,11.8 µs,0.0,0.0 ns,4.445,38.41,0.0,57.15,42.85
128,4096,mmap,1,read,64,ssd,0,4G,4294967296,4658315939,4.3 GB,0,0.0 B,49680.744424,49.7 µs,0.0,0.0 ns,2.23833,8.34333,34.2383,55.1717,44.8283
129,4096,mmap,1,read,64,zram,0,4G,4294967296,12562975637,11.7 GB,0,0.0 B,11194.926261,11.2 µs,0.0,0.0 ns,5.815,38.14,0.0,56.04,43.96
130,4096,mmap,1,read,64,ssd,1,4G,4294967296,4666540590,4.3 GB,0,0.0 B,49869.249094,49.9 µs,0.0,0.0 ns,1.72,8.28167,34.44,55.5517,44.4483
131,4096,mmap,1,read,64,zram,1,4G,4294967296,13005199987,12.1 GB,0,0.0 B,11244.482998,11.2 µs,0.0,0.0 ns,5.85,37.89,0.0,56.255,43.745
132,4096,mmap,1,read,64,ssd,0,512M,536870912,4680525591,4.4 GB,0,0.0 B,49967.81212,50.0 µs,0.0,0.0 ns,2.19833,7.75167,34.78,55.26,44.74
133,4096,mmap,1,read,64,zram,0,512M,536870912,13575558422,12.6 GB,0,0.0 B,10801.496365,10.8 µs,0.0,0.0 ns,6.825,37.305,0.0,55.86,44.14
134,4096,mmap,1,read,64,ssd,1,512M,536870912,4646347311,4.3 GB,0,0.0 B,49606.273207,49.6 µs,0.0,0.0 ns,1.91,8.77167,32.2283,57.0833,42.9167
135,4096,mmap,1,read,64,zram,1,512M,536870912,12026509754,11.2 GB,0,0.0 B,11929.384864,11.9 µs,0.0,0.0 ns,4.995,38.34,0.0,56.66,43.34
136,4096,mmap,1,read,64,ssd,0,64G,68719476736,4650749643,4.3 GB,0,0.0 B,49727.76838,49.7 µs,0.0,0.0 ns,2.66667,8.435,35.2633,53.6317,46.3683
137,4096,mmap,1,read,64,zram,0,64G,68719476736,12214624375,11.4 GB,0,0.0 B,11558.73831,11.6 µs,0.0,0.0 ns,5.205,38.5,0.0,56.29,43.71
