,cbSize,cioengine,ciodepth,crw,cnproc,cdevice,cdirect,cmemlim,readBW_bytes,readBW,writeBW_bytes,writeBW,avgreadlat_ns,avgreadlat,avgwritelat_ns,avgwritelat,USR_UTIL(%),SYS_UTIL(%),IOW_UTIL(%),IDL_UTIL(%),CPU_UTIL(%)
142,4096,sync,1,read,64,ssd,1,none,2868570576,2.7 GB,0,0.0 B,89332.826412,89.3 µs,0.0,0.0 ns,1.40636,2.06182,43.8082,52.7164,47.2836
143,4096,sync,1,read,64,zram,1,none,28233145741,26.3 GB,0,0.0 B,7030.288265,7.0 µs,0.0,0.0 ns,,,,,
144,4096,io_uring,128,rw,1,ssd,1,none,499545888,476.4 MB,499341790,476.2 MB,580956.880566,581.0 µs,467601.184991,467.6 µs,0.423939,0.749697,0.00575758,98.8006,1.19939
145,4096,io_uring,128,rw,1,zram,1,none,381776521,364.1 MB,381620540,363.9 MB,287541.879769,287.5 µs,1085513.564822,1.1 ms,0.242045,1.37205,0.381591,97.8257,2.17432
146,4096,io_uring,64,rw,1,ssd,1,none,496356898,473.4 MB,496154103,473.2 MB,317326.935777,317.3 µs,209744.223962,209.7 µs,0.382424,0.778485,0.00666667,98.8248,1.17515
147,4096,io_uring,64,rw,1,zram,1,none,343289970,327.4 MB,343149713,327.3 MB,418705.235148,418.7 µs,344382.906634,344.4 µs,0.225714,1.12612,0.450612,98.0843,1.91571
148,4096,libaio,128,rw,1,ssd,1,none,479982666,457.7 MB,479786561,457.6 MB,603950.50213,604.0 µs,487507.231565,487.5 µs,0.422571,0.719143,0.0,98.8366,1.16343
149,4096,libaio,128,rw,1,zram,1,none,300477021,286.6 MB,300354257,286.4 MB,868404.239378,868.4 µs,876183.980467,876.2 µs,0.236429,0.803036,0.00107143,98.9605,1.03946
150,4096,libaio,64,rw,1,ssd,1,none,432580103,412.5 MB,432403366,412.4 MB,335846.942517,335.8 µs,216233.210431,216.2 µs,0.323846,0.737949,0.0,98.9226,1.07744
151,4096,libaio,64,rw,1,zram,1,none,283933631,270.8 MB,283817626,270.7 MB,429382.979057,429.4 µs,437143.390821,437.1 µs,0.190169,0.807627,0.000169492,99.0022,0.997797
152,4096,mmap,1,rw,1,ssd,1,none,203911040,194.5 MB,203827729,194.4 MB,1921.746191,1.9 µs,17591.530296,17.6 µs,0.130602,0.295422,0.417349,99.1536,0.846386
153,4096,mmap,1,rw,1,zram,1,none,254083003,242.3 MB,253979194,242.2 MB,2531.272893,2.5 µs,13048.836678,13.0 µs,0.179254,0.810448,0.000447761,99.0103,0.989701
154,4096,sync,1,rw,1,ssd,1,none,48726855,46.5 MB,48706947,46.5 MB,68512.948088,68.5 µs,14678.695613,14.7 µs,0.0441193,0.0602841,0.783551,99.1144,0.885568
155,4096,sync,1,rw,1,zram,1,none,337504752,321.9 MB,337366859,321.7 MB,1906.631288,1.9 µs,9561.908924,9.6 µs,0.1896,0.8198,0.0002,98.9904,1.0096
156,4096,io_uring,128,rw,32,ssd,1,none,1737351521,1.6 GB,1737892573,1.6 GB,4749637.183814,4.7 ms,4847143.029549,4.8 ms,1.43111,2.90889,22.9344,72.7211,27.2789
157,4096,io_uring,128,rw,32,zram,1,none,1880783367,1.8 GB,1881369087,1.8 GB,5416668.351631,5.4 ms,3373891.883713,3.4 ms,2.145,29.48,16.3425,52.0263,47.9737
158,4096,io_uring,64,rw,32,ssd,1,none,1731746597,1.6 GB,1732285903,1.6 GB,2367175.645165,2.4 ms,2438052.082445,2.4 ms,1.92556,2.87889,23.0067,72.1844,27.8156
159,4096,io_uring,64,rw,32,zram,1,none,2092738120,1.9 GB,2093389847,1.9 GB,2132757.693098,2.1 ms,1834473.22377,1.8 ms,2.23286,29.6914,15.0571,53.0114,46.9886
160,4096,libaio,128,rw,32,ssd,1,none,1726351205,1.6 GB,1726888831,1.6 GB,4786764.385781,4.8 ms,4854376.432444,4.9 ms,3.58,8.10556,0.0,88.3111,11.6889
161,4096,libaio,128,rw,32,zram,1,none,1925047012,1.8 GB,1925646517,1.8 GB,4215298.415602,4.2 ms,4273272.624883,4.3 ms,1.3575,26.54,0.0,72.0975,27.9025
162,4096,libaio,64,rw,32,ssd,1,none,1606696707,1.5 GB,1607197069,1.5 GB,2398741.13581,2.4 ms,2501158.156528,2.5 ms,3.132,9.042,0.001,87.824,12.176
163,4096,libaio,64,rw,32,zram,1,none,2106597313,2.0 GB,2107253356,2.0 GB,1738198.819265,1.7 ms,1786574.864922,1.8 ms,1.65143,26.3686,0.0,71.9429,28.0571
164,4096,mmap,1,rw,32,ssd,1,none,1676805397,1.6 GB,1677327593,1.6 GB,3018.597009,3.0 µs,71992.719932,72.0 µs,1.77111,3.00111,22.6611,72.5622,27.4378
165,4096,mmap,1,rw,32,zram,1,none,2066056590,1.9 GB,2066700008,1.9 GB,2330.513389,2.3 µs,58237.298261,58.2 µs,2.04857,26.1829,0.0,71.7643,28.2357
166,4096,sync,1,rw,32,ssd,1,none,922215961,879.5 MB,922503160,879.8 MB,112103.090921,112.1 µs,24566.419944,24.6 µs,0.806667,1.11111,25.7061,72.3689,27.6311
167,4096,sync,1,rw,32,zram,1,none,2544769554,2.4 GB,2545562055,2.4 GB,2198.431186,2.2 µs,46891.841156,46.9 µs,1.74333,26.1717,0.00833333,72.0217,27.9783
168,4096,io_uring,128,rw,64,ssd,1,none,1727526604,1.6 GB,1726754924,1.6 GB,9432245.689224,9.4 ms,9511652.475636,9.5 ms,1.81444,3.23667,35.2244,59.7189,40.2811
169,4096,io_uring,128,rw,64,zram,1,none,2020899345,1.9 GB,2019996616,1.9 GB,9291970.753446,9.3 ms,6414567.515023,6.4 ms,2.32286,46.0686,0.0185714,51.5857,48.4143
170,4096,io_uring,64,rw,64,ssd,1,none,1770603517,1.6 GB,1769812594,1.6 GB,4538993.61337,4.5 ms,4619765.951777,4.6 ms,1.91889,3.38111,35.46,59.2389,40.7611
171,4096,io_uring,64,rw,64,zram,1,none,1844141139,1.7 GB,1843317367,1.7 GB,5147077.375322,5.1 ms,3404501.342941,3.4 ms,2.035,46.5613,0.0,51.4013,48.5987
172,4096,libaio,128,rw,64,ssd,1,none,1707612753,1.6 GB,1706849968,1.6 GB,9516379.313305,9.5 ms,9600053.990122,9.6 ms,3.61333,8.72778,1.65667,85.9967,14.0033
173,4096,libaio,128,rw,64,zram,1,none,1811671811,1.7 GB,1810862544,1.7 GB,8567583.326148,8.6 ms,8693118.845407,8.7 ms,1.48444,46.6689,0.0,51.8444,48.1556
174,4096,libaio,64,rw,64,ssd,1,none,1618813672,1.5 GB,1618090554,1.5 GB,4671226.642047,4.7 ms,4758958.672004,4.8 ms,3.453,11.656,0.621,84.267,15.733
175,4096,libaio,64,rw,64,zram,1,none,1901062853,1.8 GB,1900213655,1.8 GB,3637741.833512,3.6 ms,3743070.823847,3.7 ms,1.89556,45.3211,0.0,52.7833,47.2167
176,4096,mmap,1,rw,64,ssd,1,none,1640919321,1.5 GB,1640186328,1.5 GB,7178.898374,7.2 µs,150555.960693,150.6 µs,1.98333,4.63667,40.6544,52.7278,47.2722
177,4096,mmap,1,rw,64,zram,1,none,1943418585,1.8 GB,1942550467,1.8 GB,3365.930147,3.4 µs,121927.58108,121.9 µs,1.905,46.5525,0.00375,51.535,48.465
178,4096,sync,1,rw,64,ssd,1,none,1279978185,1.2 GB,1279406423,1.2 GB,156824.078452,156.8 µs,41996.603711,42.0 µs,1.01417,1.9775,44.7917,52.2133,47.7867
179,4096,sync,1,rw,64,zram,1,none,2250354522,2.1 GB,2249349297,2.1 GB,3141.921477,3.1 µs,103719.383073,103.7 µs,2.11286,45.9614,0.00142857,51.9157,48.0843
180,4096,io_uring,128,write,1,ssd,1,none,0,0.0 B,917973239,875.4 MB,0.0,0.0 ns,570648.914065,570.6 µs,0.314722,0.810833,0.00777778,98.8481,1.15194
181,4096,io_uring,128,write,1,zram,1,none,0,0.0 B,397314273,378.9 MB,0.0,0.0 ns,1319249.641587,1.3 ms,0.127529,1.04188,0.563176,98.216,1.784
182,4096,io_uring,64,write,1,ssd,1,none,0,0.0 B,896582688,855.0 MB,0.0,0.0 ns,291890.963469,291.9 µs,0.324865,0.804054,0.00918919,98.8324,1.16757
183,4096,io_uring,64,write,1,zram,1,none,0,0.0 B,394409109,376.1 MB,0.0,0.0 ns,664326.089796,664.3 µs,0.146279,1.04465,0.56814,98.1628,1.83721
184,4096,libaio,128,write,1,ssd,1,none,0,0.0 B,882081954,841.2 MB,0.0,0.0 ns,593842.472522,593.8 µs,0.363421,0.798947,0.000789474,98.8139,1.18605
185,4096,libaio,128,write,1,zram,1,none,0,0.0 B,374574712,357.2 MB,0.0,0.0 ns,1399394.504536,1.4 ms,0.121978,0.845604,0.00021978,99.0325,0.967473
186,4096,libaio,64,write,1,ssd,1,none,0,0.0 B,814733084,777.0 MB,0.0,0.0 ns,304717.537641,304.7 µs,0.330488,0.794146,0.000243902,98.8441,1.15585
187,4096,libaio,64,write,1,zram,1,none,0,0.0 B,363791446,346.9 MB,0.0,0.0 ns,702040.493878,702.0 µs,0.116989,0.836237,0.000107527,99.0469,0.953118
188,4096,mmap,1,write,1,ssd,1,none,0,0.0 B,215564816,205.6 MB,0.0,0.0 ns,18686.298492,18.7 µs,0.0869811,0.292956,0.45,99.1723,0.827673
189,4096,mmap,1,write,1,zram,1,none,0,0.0 B,277226570,264.4 MB,0.0,0.0 ns,14498.800853,14.5 µs,0.097561,0.852764,0.000243902,99.0507,0.94935
190,4096,sync,1,write,1,ssd,1,none,0,0.0 B,280338908,267.4 MB,0.0,0.0 ns,14348.004272,14.3 µs,0.101736,0.160331,0.591074,99.1482,0.851818
191,4096,sync,1,write,1,zram,1,none,0,0.0 B,407666204,388.8 MB,0.0,0.0 ns,9806.308794,9.8 µs,0.113253,0.852048,0.000361446,99.0357,0.964337
192,4096,io_uring,128,write,32,ssd,1,none,0,0.0 B,2394740616,2.2 GB,0.0,0.0 ns,6592560.824926,6.6 ms,0.947692,1.62769,23.1562,74.2477,25.7523
193,4096,io_uring,128,write,32,zram,1,none,0,0.0 B,2123199553,2.0 GB,0.0,0.0 ns,7839965.529456,7.8 ms,1.15333,29.968,15.426,53.4447,46.5553
194,4096,io_uring,64,write,32,ssd,1,none,0,0.0 B,2320193015,2.2 GB,0.0,0.0 ns,3394601.021809,3.4 ms,0.918571,1.53714,22.9864,74.5486,25.4514
195,4096,io_uring,64,write,32,zram,1,none,0,0.0 B,1845313553,1.7 GB,0.0,0.0 ns,4514843.485479,4.5 ms,1.08222,29.7978,16.8406,52.2744,47.7256
196,4096,libaio,128,write,32,ssd,1,none,0,0.0 B,2342177121,2.2 GB,0.0,0.0 ns,6966013.609834,7.0 ms,2.02429,5.03571,0.000714286,92.935,7.065
197,4096,libaio,128,write,32,zram,1,none,0,0.0 B,2000450533,1.9 GB,0.0,0.0 ns,8267213.994685,8.3 ms,0.65625,27.5569,0.0,71.7819,28.2181
198,4096,libaio,64,write,32,ssd,1,none,0,0.0 B,2211620646,2.1 GB,0.0,0.0 ns,3548643.952986,3.5 ms,1.77533,5.72533,0.000666667,92.496,7.504
199,4096,libaio,64,write,32,zram,1,none,0,0.0 B,2272469468,2.1 GB,0.0,0.0 ns,3462382.336652,3.5 ms,0.762857,27.4586,0.000714286,71.7579,28.2421
200,4096,mmap,1,write,32,ssd,1,none,0,0.0 B,1697447800,1.6 GB,0.0,0.0 ns,75317.343524,75.3 µs,0.996842,2.96211,23.4658,72.5747,27.4253
201,4096,mmap,1,write,32,zram,1,none,0,0.0 B,2379812880,2.2 GB,0.0,0.0 ns,52937.915331,52.9 µs,1.06692,27.1862,0.0,71.7346,28.2654
202,4096,sync,1,write,32,ssd,1,none,0,0.0 B,2211051375,2.1 GB,0.0,0.0 ns,57369.237532,57.4 µs,1.16071,1.41286,25.125,72.3036,27.6964
203,4096,sync,1,write,32,zram,1,none,0,0.0 B,2547052510,2.4 GB,0.0,0.0 ns,50267.697795,50.3 µs,1.03417,27.3742,0.0,71.5683,28.4317
204,4096,io_uring,128,write,64,ssd,1,none,0,0.0 B,2379153743,2.2 GB,0.0,0.0 ns,13494614.764234,13.5 ms,1.07,1.94462,35.9477,61.0362,38.9638
205,4096,io_uring,128,write,64,zram,1,none,0,0.0 B,2220338505,2.1 GB,0.0,0.0 ns,14555123.8956,14.6 ms,1.02714,48.0279,0.00357143,50.9414,49.0586
206,4096,io_uring,64,write,64,ssd,1,none,0,0.0 B,2359548026,2.2 GB,0.0,0.0 ns,6778847.145398,6.8 ms,1.01786,1.95857,37.54,59.475,40.525
207,4096,io_uring,64,write,64,zram,1,none,0,0.0 B,2149902288,2.0 GB,0.0,0.0 ns,7511730.356811,7.5 ms,1.02333,48.1633,0.032,50.778,49.222
208,4096,libaio,128,write,64,ssd,1,none,0,0.0 B,2318627327,2.2 GB,0.0,0.0 ns,14039004.078343,14.0 ms,2.07571,6.13714,0.572143,91.2121,8.78786
209,4096,libaio,128,write,64,zram,1,none,0,0.0 B,2192148677,2.0 GB,0.0,0.0 ns,14441537.186077,14.4 ms,1.12533,47.7207,0.000666667,51.1487,48.8513
210,4096,libaio,64,write,64,ssd,1,none,0,0.0 B,2187264521,2.0 GB,0.0,0.0 ns,7116053.504387,7.1 ms,2.268,8.17867,0.0733333,89.4793,10.5207
211,4096,libaio,64,write,64,zram,1,none,0,0.0 B,2289275659,2.1 GB,0.0,0.0 ns,6325522.357279,6.3 ms,0.812143,47.2179,0.00857143,51.9621,48.0379
212,4096,mmap,1,write,64,ssd,1,none,0,0.0 B,1667624653,1.6 GB,0.0,0.0 ns,156296.985323,156.3 µs,1.0205,4.524,42.4625,51.994,48.006
213,4096,mmap,1,write,64,zram,1,none,0,0.0 B,2181432186,2.0 GB,0.0,0.0 ns,111547.940787,111.5 µs,1.10467,47.2967,0.0,51.594,48.406
214,4096,sync,1,write,64,ssd,1,none,0,0.0 B,2328368799,2.2 GB,0.0,0.0 ns,111904.135891,111.9 µs,1.045,1.87643,45.3814,51.6929,48.3071
215,4096,sync,1,write,64,zram,1,none,0,0.0 B,2384933599,2.2 GB,0.0,0.0 ns,102237.202896,102.2 µs,0.933077,48.0523,0.000769231,51.0131,48.9869
